Generator file sequence number,Data Year,Plant state abbreviation,Plant name,Generator ID,Generator annual net generation (MWh)
SEQGEN23,YEAR,PSTATEABB,PNAME,GENID,GENNTAN
15715,2023,NE,"Monroe 009452 SCS Cozad, LLC",20214,"4,598"
15716,2023,NE,Nebraska City # 1,2, (63)
15717,2023,NE,Nebraska City # 1,10, (272)
15718,2023,NE,Nebraska City # 1,3, (105)
15719,2023,NE,Nebraska City # 1,4, (130)
15720,2023,NE,Nebraska City # 1,5, (84)
15721,2023,NE,Nebraska City # 1,8, (172)
15722,2023,NE,Nebraska City # 1,9, (268)
15723,2023,NE,Nebraska City # 2,13, (247)
15724,2023,NE,Nebraska City # 2,11, (247)
15725,2023,NE,Nebraska City # 2,12, (247)
15726,2023,NE,Nebraska City Station,1,"3,246,354"
15727,2023,NE,Nebraska City Station,2,"2,711,617"
15728,2023,NE,North Denver,4,"2,461"
15729,2023,NE,North Denver,5,"2,989"
15730,2023,NE,North Omaha Station,1,"10,243"
15731,2023,NE,North Omaha Station,2,"24,103"
15732,2023,NE,North Omaha Station,3,"127,519"
15733,2023,NE,North Omaha Station,4,"502,957"
15734,2023,NE,North Omaha Station,5,"904,677"
15735,2023,NE,North Platte,1,"24,166"
15736,2023,NE,North Platte,2,"24,166"
15737,2023,NE,Ord,1,25
15738,2023,NE,Ord,2,7
15739,2023,NE,Ord,3,12
15740,2023,NE,Ord,4A,7
15741,2023,NE,Ord,5A,7
15742,2023,NE,Oxford (NE),2,5
15743,2023,NE,Oxford (NE),3,7
15744,2023,NE,Oxford (NE),4,5
15745,2023,NE,Oxford (NE),5,10
15746,2023,NE,Papillion Creek Wastewater,951,"2,301"
15747,2023,NE,Papillion Creek Wastewater,952,"2,301"
15748,2023,NE,Papillion Creek Wastewater,953,"2,301"
15749,2023,NE,Pender,1,14
15750,2023,NE,Pender,2,19
15751,2023,NE,Pender,3,5
15752,2023,NE,Pender,4,8
15753,2023,NE,Perennial Windfarm,T-1,"10,996"
15754,2023,NE,Perennial Windfarm,T-2,"10,996"
15755,2023,NE,Perennial Windfarm,T-3,"10,996"
15756,2023,NE,Plainview Muncipal Power,1,0
15757,2023,NE,Plainview Muncipal Power,3,0
15758,2023,NE,Plainview Muncipal Power,4,0
15759,2023,NE,Plainview Muncipal Power,5,0
15760,2023,NE,Platte,1,"361,859"
15761,2023,NE,Plum Creek Wind Project (NE),PLUM,"833,503"
15762,2023,NE,"Polk County Renewables, LLC",T-1,"7,820"
15763,2023,NE,Prairie Breeze,1,"765,725"
15764,2023,NE,Prairie Breeze II,GEN1,"270,409"
15765,2023,NE,Prairie Breeze III,GEN1,"131,327"
15766,2023,NE,Rattlesnake Creek Wind Project,RCWP,"955,937"
15767,2023,NE,Red Cloud,2,6
15768,2023,NE,Red Cloud,3,8
15769,2023,NE,Red Cloud,4,8
15770,2023,NE,Red Cloud,5,14
15771,2023,NE,Rokeby,BSU,15
15772,2023,NE,Rokeby,1,"22,080"
15773,2023,NE,Rokeby,2,"29,094"
15774,2023,NE,Rokeby,3,"29,094"
15775,2023,NE,"SPPW1, LLC",T-1,"11,783"
15776,2023,NE,"SPPW1, LLC",T-2,"11,783"
15777,2023,NE,Salt Valley Wind Plant,G1,"1,013"
15778,2023,NE,Salt Valley Wind Plant,G2,"1,013"
15779,2023,NE,Sargent,1,1
15780,2023,NE,Sargent,3,1
15781,2023,NE,Sargent,4,1
15782,2023,NE,Sarpy County Station,BSD,6
15783,2023,NE,Sarpy County Station,1,"26,758"
15784,2023,NE,Sarpy County Station,2,"26,758"
15785,2023,NE,Sarpy County Station,3,"51,343"
15786,2023,NE,Sarpy County Station,4,"28,449"
15787,2023,NE,Sarpy County Station,5,"28,449"
15788,2023,NE,Scribner Diesel Generation Facility,1,17
15789,2023,NE,Scribner Diesel Generation Facility,2,17
15790,2023,NE,Seward Wind Farm,T1,"7,040"
15791,2023,NE,Sheldon,1,"369,637"
15792,2023,NE,Sheldon,2,"351,272"
15793,2023,NE,Sholes Wind Energy Center,WSN1,"700,683"
15794,2023,NE,Sidney (NE),3,0
15795,2023,NE,Sidney (NE),1,0
15796,2023,NE,Sidney (NE),5,0
15797,2023,NE,"South 49th 013445 SCS Norfolk, LLC",9123,0
15798,2023,NE,"South 49th 013445 SCS Norfolk, LLC",9122,"18,242"
15799,2023,NE,South Sioux City Energy Storage,SSCES,
15800,2023,NE,South Sioux City Solar,PV1,"4,115"
15801,2023,NE,Spalding,4,0
15802,2023,NE,Spalding,5,1
15803,2023,NE,Spalding,6,2
15804,2023,NE,Spalding,1,1
15805,2023,NE,Spalding,2,1
15806,2023,NE,Springview,3,"3,691"
15807,2023,NE,Springview,4,"3,691"
15808,2023,NE,Steele Flats Wind Project LLC,1,"289,323"
15809,2023,NE,Stuart (NE),5,3
15810,2023,NE,Stuart (NE),2,1
15811,2023,NE,Stuart (NE),3,1
15812,2023,NE,Stuart (NE),1,2
15813,2023,NE,Syracuse # 2,6, (157)
15814,2023,NE,Syracuse # 2,7, (157)
15815,2023,NE,TPW Petersburg,PETE,"151,118"
15816,2023,NE,Tecumseh,1, (12)
15817,2023,NE,Tecumseh,2, (25)
15818,2023,NE,Tecumseh,3, (19)
15819,2023,NE,Tecumseh,4, (22)
15820,2023,NE,Tecumseh,5A, (40)
15821,2023,NE,Terry Bundy Generating Station,BSU,"6,389"
15822,2023,NE,Terry Bundy Generating Station,LFG1,"5,679"
15823,2023,NE,Terry Bundy Generating Station,LFG2,"5,679"
15824,2023,NE,Terry Bundy Generating Station,LFG3,"5,679"
15825,2023,NE,Terry Bundy Generating Station,4,"50,295"
15826,2023,NE,Terry Bundy Generating Station,1,"2,932"
15827,2023,NE,Terry Bundy Generating Station,2,"12,430"
15828,2023,NE,Terry Bundy Generating Station,3,0
15829,2023,NE,Thunderhead Wind Energy LLC,GEN1,"1,138,154"
15830,2023,NE,Upstream Wind Energy LLC,UWE,"776,094"
15831,2023,NE,"Valentine Wind, LLC",7772,"4,711"
15832,2023,NE,Wahoo,2,2
15833,2023,NE,Wahoo,1,10
15834,2023,NE,Wahoo,3,18
15835,2023,NE,Wahoo,4,5
15836,2023,NE,Wahoo,5,9
15837,2023,NE,Wahoo,6,14
15838,2023,NE,Wakefield,2,2
15839,2023,NE,Wakefield,5,4
15840,2023,NE,Wakefield,6,4
15841,2023,NE,Wakefield,IC4,3
15842,2023,NE,Wayne IC,1,3
15843,2023,NE,Wayne IC,2,2
15844,2023,NE,Wayne IC,3,4
15845,2023,NE,Wayne IC,4,4
15846,2023,NE,Wayne IC,5,7
15847,2023,NE,Wayne IC,6,11
15848,2023,NE,Wayne IC,7,7
15849,2023,NE,Wayne IC,8,7
15850,2023,NE,West Point Municipal,2,28
15851,2023,NE,West Point Municipal,3,38
15852,2023,NE,West Point Municipal,4,73
15853,2023,NE,"Western Meadowlark Solar SCS NE 1, LLC",30003,"4,916"
15854,2023,NE,Western Sugar Coop - Scottsbluff,SCB-2,"6,467"
15855,2023,NE,Wilber,4,10
15856,2023,NE,Wilber,5,8
15857,2023,NE,Wilber,6,15
15858,2023,NE,Wisner,3,12
15859,2023,NE,Wisner,4,23
15860,2023,NE,Wisner,5,23
15861,2023,NH,Amoskeag,1,"42,717"
15862,2023,NH,Amoskeag,2,"35,598"
15863,2023,NH,Amoskeag,3,"35,598"
15864,2023,NH,Antrim Wind,AWND1,"68,792"
15865,2023,NH,Ayers Island,1,"18,140"
15866,2023,NH,Ayers Island,2,"18,140"
15867,2023,NH,Ayers Island,3,"18,140"
15868,2023,NH,Berlin Gorham,BESS1,0
15869,2023,NH,Berlin Gorham,CAS1,"13,304"
15870,2023,NH,Berlin Gorham,CAS2,"13,304"
15871,2023,NH,Berlin Gorham,CAS3,"17,185"
15872,2023,NH,Berlin Gorham,GOR1,"6,652"
15873,2023,NH,Berlin Gorham,GOR2,"6,652"
15874,2023,NH,Berlin Gorham,GOR3,"6,652"
15875,2023,NH,Berlin Gorham,GOR4,"6,652"
15876,2023,NH,Berlin Gorham,RS1,"21,065"
15877,2023,NH,Berlin Gorham,RS3,"22,728"
15878,2023,NH,Berlin Gorham,SH2,"4,989"
15879,2023,NH,Berlin Gorham,SHL1,"4,989"
15880,2023,NH,Berlin Gorham,SHL3,"9,978"
15881,2023,NH,Berlin Gorham,SM1,"4,435"
15882,2023,NH,Berlin Gorham,SM2,"4,435"
15883,2023,NH,Berlin Gorham,SM3,"3,880"
15884,2023,NH,Berlin Gorham,SM4,"4,435"
15885,2023,NH,Berlin Gorham,XP1,"3,326"
15886,2023,NH,Berlin Gorham,XP2,"3,326"
15887,2023,NH,Berlin Gorham,XP3,"3,326"
15888,2023,NH,Berlin Gorham,XP4,"2,772"
15889,2023,NH,Berlin Gorham,XP5,"3,880"
15890,2023,NH,Bridgewater Power LP,GEN1,"109,170"
15891,2023,NH,Burgess BioPower,ST01,"496,189"
15892,2023,NH,China Mill Hydro,GEN 1,"4,032"
15893,2023,NH,Clement Dam Hydro LLC,0049,"11,859"
15894,2023,NH,Comerford,GEN1,"53,106"
15895,2023,NH,Comerford,GEN2,"117,316"
15896,2023,NH,Comerford,GEN3,"117,316"
15897,2023,NH,Comerford,GEN4,"117,316"
15898,2023,NH,Dartmouth College Heating Plant,GEN1,"2,066"
15899,2023,NH,Dartmouth College Heating Plant,GEN2,"1,740"
15900,2023,NH,Dartmouth College Heating Plant,GEN3,"7,385"
15901,2023,NH,Dodge Falls Associates,1UNI,"32,340"
15902,2023,NH,EHC West Hopkinton,GEN1,"4,016"
15903,2023,NH,Eastman Falls,1,"9,345"
15904,2023,NH,Eastman Falls,2,"23,882"
15905,2023,NH,Errol Hydroelectric Project,1,"16,238"
15906,2023,NH,Garvins Falls,1,"12,109"
15907,2023,NH,Garvins Falls,2,"12,109"
15908,2023,NH,Garvins Falls,3,"8,548"
15909,2023,NH,Garvins Falls,4,"11,397"
15910,2023,NH,General Electric Great Falls Upper Hydro,1575,
15911,2023,NH,General Electric Great Falls Upper Hydro,500,
15912,2023,NH,Gorham,1,"2,197"
15913,2023,NH,Gorham,2,"2,197"
15914,2023,NH,Gorham,3,"3,845"
15915,2023,NH,Gorham,4,"3,845"
15916,2023,NH,Granite Reliable Power,1,"173,252"
15917,2023,NH,Granite Ridge Energy,CT11,"996,526"
15918,2023,NH,Granite Ridge Energy,CT12,"1,187,818"
15919,2023,NH,Granite Ridge Energy,STG,"1,160,864"
15920,2023,NH,Gregg Falls,1,"8,630"
15921,2023,NH,Gregg Falls,2,"5,100"
15922,2023,NH,Groton Wind LLC,1,"101,816"
15923,2023,NH,Hampton Facility,GEN8,"27,291"
15924,2023,NH,Hillsborough Hosiery,GEN1,"1,203"
15925,2023,NH,Hillsborough Hosiery,GEN2,"1,203"
15926,2023,NH,Hooksett,1,"2,960"
15927,2023,NH,Jackman,1,"12,740"
15928,2023,NH,Jericho Power,WT 1,"11,861"
15929,2023,NH,Lempster Wind LLC,1,"55,623"
15930,2023,NH,Lochmere Hydroelectric Plant,UNT1,"1,085"
15931,2023,NH,Lochmere Hydroelectric Plant,UNT2,"1,085"
15932,2023,NH,Lochmere Hydroelectric Plant,UNT3,"1,085"
15933,2023,NH,Lochmere Hydroelectric Plant,UNT4,"1,085"
15934,2023,NH,Lost Nation,GT1,428
15935,2023,NH,Lower Village Water Power Project,0001,"3,190"
15936,2023,NH,Lower Village Water Power Project,0002,"3,190"
15937,2023,NH,Mascoma Hydro,01,"1,174"
15938,2023,NH,Mascoma Hydro,02,"1,174"
15939,2023,NH,Mascoma Hydro,03,"1,174"
15940,2023,NH,Merrimack,1,"33,888"
15941,2023,NH,Merrimack,2,"126,531"
15942,2023,NH,Merrimack,GT1,659
15943,2023,NH,Merrimack,GT2,659
15944,2023,NH,"Merrimack Solar Farm, LLC",PV1,"3,301"
15945,2023,NH,Milton Hydro,1,"1,177"
15946,2023,NH,Milton Hydro,2,"2,355"
15947,2023,NH,Milton Hydro,3,"1,766"
15948,2023,NH,Milton Hydro,4,"2,943"
15949,2023,NH,Mine Falls Generating Station,GEN1,"10,098"
15950,2023,NH,Mine Falls Generating Station,GEN2,"10,098"
15951,2023,NH,"NE Renewable Bethlehem, LLC",GEN1,0
15952,2023,NH,"NE Renewable Springfield, LLC",GEN1,"32,014"
15953,2023,NH,"NE Renewable Tamworth, LLC",GEN1,0
15954,2023,NH,"NE Renewable Whitefield, LLC",GEN1,"13,002"
15955,2023,NH,Nashua Plant,UNT2,"4,603"
15956,2023,NH,Nashua Plant,UNT3,"9,206"
15957,2023,NH,Newfound Hydroelectric,1,"4,069"
15958,2023,NH,Newfound Hydroelectric,2,"4,069"
15959,2023,NH,Newington,1,"51,873"
15960,2023,NH,Newington Energy,GT-1,"264,137"
15961,2023,NH,Newington Energy,GT-2,"259,623"
15962,2023,NH,Newington Energy,ST,"308,804"
15963,2023,NH,Pembroke Hydro,1,"15,393"
15964,2023,NH,Penacook Lower Falls,1,"22,597"
15965,2023,NH,Penacook Upper Falls Hydro,1,"17,085"
15966,2023,NH,Plymouth State College Cogeneration,A,0
15967,2023,NH,Plymouth State College Cogeneration,B,0
15968,2023,NH,Pontook Hydro Facility,GEN1,"19,268"
15969,2023,NH,Pontook Hydro Facility,GEN2,"19,268"
15970,2023,NH,Pontook Hydro Facility,GEN3,"19,268"
15971,2023,NH,Rolfe Canal Hydro,1,"27,783"
15972,2023,NH,Rollinsford,GEN1,"2,019"
15973,2023,NH,Rollinsford,GEN2,"2,019"
15974,2023,NH,S C Moore,GEN1,"79,978"
15975,2023,NH,S C Moore,GEN2,"79,978"
15976,2023,NH,S C Moore,GEN3,"79,978"
15977,2023,NH,S C Moore,GEN4,"79,978"
15978,2023,NH,S C Moore,GEN5,"7,713"
15979,2023,NH,Schiller,4,0
15980,2023,NH,Schiller,6,0
15981,2023,NH,Schiller,GT1,597
15982,2023,NH,Schiller,5,0
15983,2023,NH,Seabrook,1,"9,534,781"
15984,2023,NH,Seven Hills New Hampshire,GEN1,0
15985,2023,NH,Seven Hills New Hampshire,GEN2,0
15986,2023,NH,Seven Hills New Hampshire,GEN3,0
15987,2023,NH,Smith (NH),1,"122,671"
15988,2023,NH,Somersworth Lower Great Dam,GEN1,"4,956"
15989,2023,NH,Stevens Mills Dam,1G,"1,031"
15990,2023,NH,Stevens Mills Dam,3G,"8,760"
15991,2023,NH,Turnkey Landfill Gas Recovery,GEN5,"16,952"
15992,2023,NH,Turnkey Landfill Gas Recovery,GEN6,"16,952"
15993,2023,NH,Turnkey Landfill Gas Recovery,GEN1,"2,725"
15994,2023,NH,Turnkey Landfill Gas Recovery,GEN2,"2,725"
15995,2023,NH,Turnkey Landfill Gas Recovery,GEN3,"2,725"
15996,2023,NH,Turnkey Landfill Gas Recovery,GEN4,"2,725"
15997,2023,NH,UNH 7.9 MW Plant,1,"50,553"
15998,2023,NH,Wheelabrator Concord Facility,GEN1,"92,890"
15999,2023,NH,White Lake,GT1,552
16000,2023,NJ,"10 Finderne Avenue Solar, LLC",246,"3,508"
16001,2023,NJ,"101 Carnegie Center Solar, LLC",297,"1,812"
16002,2023,NJ,12 Applegate Solar LLC,PV1,"2,105"
16003,2023,NJ,145 Talmadge Solar,1,"4,644"
16004,2023,NJ,180 Raritan Solar,1,"2,603"
16005,2023,NJ,24 Applegate Solar LLC,PV1,"1,490"
16006,2023,NJ,"350 Clark Solar, NG, LLC",5400,"1,819"
16007,2023,NJ,4 Applegate Solar LLC,PV1,"2,051"
16008,2023,NJ,435A Bergen Avenue,1,"2,126"
16009,2023,NJ,46 Meadowlands Parkway,1,"2,539"
16010,2023,NJ,510 Carnegie Center,313,"1,960"
16011,2023,NJ,5601 Westside CDG,1,"2,326"
16012,2023,NJ,601 Doremus CDG,1,"2,311"
16013,2023,NJ,701 Carnegie Center,313,"1,526"
16014,2023,NJ,77 Metro Way,1,"1,526"
16015,2023,NJ,"AC Criminal Courts Complex SPE2, LLC",ACCCC,"1,401"
16016,2023,NJ,AC Power,ACP,"2,157"
16017,2023,NJ,ACCC Mays Landing,PV1,"1,637"
16018,2023,NJ,ACCP NJ 1,ACCP1,"1,955"
16019,2023,NJ,ACM - Midtown Thermal,T60-1,"47,058"
16020,2023,NJ,ACUA,VACUA, (184)
16021,2023,NJ,ADP Parsippany NJ,P5324,46
16022,2023,NJ,AT&T Middletown,ATT39,"13,591"
16023,2023,NJ,Absegami,ABSGI,"3,469"
16024,2023,NJ,Adams Ave MS and HS,PVHS,"1,970"
16025,2023,NJ,Adams Ave MS and HS,PVMS,"1,423"
16026,2023,NJ,Aero Haven Solar,ACP3,"3,112"
16027,2023,NJ,Alethea I,1,"3,754"
16028,2023,NJ,Allied Beverages Elizabeth,ABE,"5,350"
16029,2023,NJ,Altice - Parsippany,ATC03,"9,736"
16030,2023,NJ,Amazon,WR,"3,250"
16031,2023,NJ,"American Goldfinch SCS ACY2 NJ, LLC",30001,"6,914"
16032,2023,NJ,Andover Energy Storage Project,AD1,
16033,2023,NJ,Atlantic City Convention Center,1,704
16034,2023,NJ,Atlantic City Convention Center,2,704
16035,2023,NJ,Atlantic City Convention Center,3,704
16036,2023,NJ,Atlantic City Convention Center,4,704
16037,2023,NJ,Atlantic Coast Freezers Solar Facility,ACF,"2,161"
16038,2023,NJ,Augusta Solar Farm,AUGSF,"4,449"
16039,2023,NJ,BBB Corporate Headquarters,HQNJ,
16040,2023,NJ,BEMS East Solar,BEMSE,486
16041,2023,NJ,BEMS West Solar,BEMSW,793
16042,2023,NJ,BJ's Wholesale Club Inc Dist Center,PV1,"2,066"
16043,2023,NJ,BNB Camden Solar,BNBHQ,"3,115"
16044,2023,NJ,BNB Camden Solar,BNBSO,"2,124"
16045,2023,NJ,"Barrette Outdoor Living, Inc.",BARRE,"2,672"
16046,2023,NJ,Bay Avenue CDG,BAYCS,56
16047,2023,NJ,"Bayer - Whippany, NJ",P5316,32
16048,2023,NJ,Bayonne Energy Center,GT1,"74,710"
16049,2023,NJ,Bayonne Energy Center,GT10,"77,045"
16050,2023,NJ,Bayonne Energy Center,GT2,"74,710"
16051,2023,NJ,Bayonne Energy Center,GT3,"74,710"
16052,2023,NJ,Bayonne Energy Center,GT4,"74,710"
16053,2023,NJ,Bayonne Energy Center,GT5,"74,710"
16054,2023,NJ,Bayonne Energy Center,GT6,"74,710"
16055,2023,NJ,Bayonne Energy Center,GT7,"74,710"
16056,2023,NJ,Bayonne Energy Center,GT8,"74,710"
16057,2023,NJ,Bayonne Energy Center,GT9,"77,045"
16058,2023,NJ,Bayonne MUA- Leitner-Poma Wind Turbine,WT1,0
16059,2023,NJ,Bayville Central Facility,COG4,762
16060,2023,NJ,Bayville Central Facility,COG5,762
16061,2023,NJ,Bayville Central Facility,COG6,762
16062,2023,NJ,Bayville Central Facility,COG7,762
16063,2023,NJ,Bayville Central Facility,COG1,152
16064,2023,NJ,Bayville Central Facility,COG2,152
16065,2023,NJ,Bayville Central Facility,COG3,152
16066,2023,NJ,Bayville Central Facility,CPV1,185
16067,2023,NJ,Bayway Refinery,FGX,"21,982"
16068,2023,NJ,Beaver Run,BRUN1,"7,777"
16069,2023,NJ,Bed Bath & Beyond DC Port Reading NJ,PTNJ,"2,226"
16070,2023,NJ,Ben Moreell Solar Farm,BMSF,"34,471"
16071,2023,NJ,Benjamin Moore & Co. Solar,PV1,"1,677"
16072,2023,NJ,Bergen Generating Station,1101,"73,909"
16073,2023,NJ,Bergen Generating Station,1201,"126,615"
16074,2023,NJ,Bergen Generating Station,1301,"188,319"
16075,2023,NJ,Bergen Generating Station,1401,"196,015"
16076,2023,NJ,Bergen Generating Station,1501,"267,656"
16077,2023,NJ,Bergen Generating Station,2101,"519,765"
16078,2023,NJ,Bergen Generating Station,2201,"567,163"
16079,2023,NJ,Bergen Generating Station,2301,"670,640"
16080,2023,NJ,"Bergenmand Solar Partners, LLC Mahwah",SA1,804
16081,2023,NJ,"Bergenmand Solar Partners, LLC Mahwah",SA2,804
16082,2023,NJ,Bernards Solar,BERNS,"4,447"
16083,2023,NJ,Berry Plastics Solar,PV1,"15,803"
16084,2023,NJ,BlackRock-Matrix,BLAR,"3,294"
16085,2023,NJ,Bordentown Solar,PV1,"9,992"
16086,2023,NJ,Brickyard Solar,PV1,"1,799"
16087,2023,NJ,Bridgeport Disposal Solar Farm,BRIDG,"1,757"
16088,2023,NJ,Bristol Myers Squibb Lawrenceville,DG101,4
16089,2023,NJ,Bristol Myers Squibb Lawrenceville,TG101,"19,054"
16090,2023,NJ,Bristol Myers Squibb Lawrenceville,TG102,"24,815"
16091,2023,NJ,Bristol Myers Squibb New Brunswick,GEN1,"57,816"
16092,2023,NJ,Bristol Myers Squibb New Brunswick,GEN2,0
16093,2023,NJ,Brookdale CC BTM at Lincroft,PV1,"4,678"
16094,2023,NJ,Burlington Coat Factory Solar,BCF,"4,697"
16095,2023,NJ,Burlington Generating Station,121,"6,890"
16096,2023,NJ,Burlington Generating Station,122,"6,890"
16097,2023,NJ,Burlington Generating Station,123,"6,890"
16098,2023,NJ,Burlington Generating Station,124,"6,890"
16099,2023,NJ,CCG Marketing,CCGWC,"1,742"
16100,2023,NJ,CCMUA,CCMUA,"1,357"
16101,2023,NJ,CCUA Solar,CCUA,"2,642"
16102,2023,NJ,CES Cherry Hill Solar,CHNJ,"1,762"
16103,2023,NJ,CIP II/AR Bridgewater Holdings - NJCOE,02,"28,265"
16104,2023,NJ,Caldwell Wastewater Treatment Plant Hybrid,BAT1,0
16105,2023,NJ,Caldwell Wastewater Treatment Plant Hybrid,PV1,"1,010"
16106,2023,NJ,Calpine Vineland Solar LLC,CVS1,"3,164"
16107,2023,NJ,Calpine Vineland Solar LLC,CVS2,"2,476"
16108,2023,NJ,"Camden Plant Holding, LLC",GEN1,"53,534"
16109,2023,NJ,"Camden Plant Holding, LLC",GEN2,"22,417"
16110,2023,NJ,Camden Resource Recovery Facility,TGA,"101,792"
16111,2023,NJ,Camden Resource Recovery Facility,TGB,"70,967"
16112,2023,NJ,Campus Drive Solar,CAMPS,"5,981"
16113,2023,NJ,Canal Road Solar,CANAL,"3,696"
16114,2023,NJ,Canoe Brook Solar,CANOE,"7,672"
16115,2023,NJ,Carlls Corner Energy Center,CA1,"2,262"
16116,2023,NJ,Carlls Corner Energy Center,CA2,"2,262"
16117,2023,NJ,Carrier Clinic,CARRI,"1,635"
16118,2023,NJ,Cascades,464,"2,920"
16119,2023,NJ,Cedar Branch,CEDAR,"9,747"
16120,2023,NJ,Cedar Creek,CDRCK,"2,466"
16121,2023,NJ,CentraState Medical Center PV Facility,CS,"3,580"
16122,2023,NJ,Chanel Piscataway Rooftop,CPR,"3,114"
16123,2023,NJ,Cherry Hill,CH,"1,445"
16124,2023,NJ,Christmas Tree Shops DC Burlington NJ,FINJ,"2,573"
16125,2023,NJ,Cinnaminson Landfill Solar,CINN,"17,126"
16126,2023,NJ,Cinnamon Bay Edgeboro Landfill,1,
16127,2023,NJ,Clayville,1,"87,437"
16128,2023,NJ,College of New Jersey,COGEN,"33,737"
16129,2023,NJ,Colonial Pipeline Allentown Chesterfield,CPAC,"2,862"
16130,2023,NJ,Colonial Pipeline Woodbury West Deptford,CPWWD,"5,592"
16131,2023,NJ,Community Foodbank of NJ,FDBNK,950
16132,2023,NJ,Connell East LLC,LOREA,"1,452"
16133,2023,NJ,Constellation New Energy Inc,PV1,"5,522"
16134,2023,NJ,Cornerstone Power Holmdel LLC,1,"2,958"
16135,2023,NJ,Cornerstone Power Vineland I LLC,PV1,"3,924"
16136,2023,NJ,Corning Pharmaceutical Glass,GG,"2,867"
16137,2023,NJ,County College of Morris,PV01,"3,912"
16138,2023,NJ,Covanta Essex Company,GEN1,"204,656"
16139,2023,NJ,Covanta Essex Company,GEN2,"233,410"
16140,2023,NJ,Cranbury,CRANB,"6,487"
16141,2023,NJ,Cranbury 0210 Solar,CJ210,"1,566"
16142,2023,NJ,Cumberland County Solid Waste Complex,GEN 2,"7,128"
16143,2023,NJ,Cumberland County Solid Waste Complex,GEN 3,"7,128"
16144,2023,NJ,Cumberland County Solid Waste Complex,GEN1,"7,128"
16145,2023,NJ,Cumberland Energy Center,CUMB,"28,203"
16146,2023,NJ,Cumberland Energy Center,CUMB2,"37,395"
16147,2023,NJ,DCO Burlington,CTG-1,"17,468"
16148,2023,NJ,DG Amaze ACY1,ACY1,"5,603"
16149,2023,NJ,DG Camden LLC Holtec,HOLTC,"1,594"
16150,2023,NJ,DG Florham Park Solar LLC,BASF,"2,739"
16151,2023,NJ,DG Infineum,INFNM,"2,467"
16152,2023,NJ,DG Iron Mountain,IRNMT,"6,231"
16153,2023,NJ,DG New Jersey Solar RLS Logistics,RLSNJ,"3,774"
16154,2023,NJ,DRPA Ashland Station Solar Project,ASSA1,"3,824"
16155,2023,NJ,DRPA Ferry Ave Station Solar Project,DFASP,"4,319"
16156,2023,NJ,DRPA Lindenwold Station Solar Project,DLSSP,"8,739"
16157,2023,NJ,DRPA Woodcrest Station Solar Project,WSSP,"5,859"
16158,2023,NJ,DSM Nutritional Products Solar,DSM,"15,888"
16159,2023,NJ,DSM Solar,PV1,"5,337"
16160,2023,NJ,"DTE Atlantic, LLC",ACB-1,"55,343"
16161,2023,NJ,Day Four Solar LLC,DAY04,"7,496"
16162,2023,NJ,Delanco,DELAN,"4,187"
16163,2023,NJ,Delilah Road Landfill,DRLS,"12,367"
16164,2023,NJ,"Dix Solar, L.L.C",DIXSL,"14,128"
16165,2023,NJ,Dow Jones South Brunswick Solar,PV01,"2,547"
16166,2023,NJ,Dow Jones South Brunswick Solar,PV02,"1,621"
16167,2023,NJ,Dynamic Energy NJ - Ferrero,P5875,"2,389"
16168,2023,NJ,"E F Kenilworth, Inc.",GEN1,"126,945"
16169,2023,NJ,"E F Kenilworth, Inc.",GEN2,"25,881"
16170,2023,NJ,EDF Ph1 Toms River,GEN1,"34,784"
16171,2023,NJ,"EFS Parlin Holdings, LLC",GEN1,"2,555"
16172,2023,NJ,"EFS Parlin Holdings, LLC",GEN2,"3,281"
16173,2023,NJ,"EFS Parlin Holdings, LLC",GEN3,"1,205"
16174,2023,NJ,"EFS Parlin Holdings, LLC",GEN4,"1,357"
16175,2023,NJ,EQX002 Secaucus Rd Fuel Cell,EQX02,"10,444"
16176,2023,NJ,EQX003 Secaucus Rd Fuel Cell,EQX03,"13,351"
16177,2023,NJ,EQX012 Harz Fuel Cell,EQX12,"14,449"
16178,2023,NJ,ETS Ewing Solar Facility,ETS1,809
16179,2023,NJ,Eagle Point Power Generation,GTG1,"92,758"
16180,2023,NJ,Eagle Point Power Generation,GTG2,"77,067"
16181,2023,NJ,Eagle Point Power Generation,STG1,"47,524"
16182,2023,NJ,Eagle Point Power Generation,STG2,"21,150"
16183,2023,NJ,East Amwell,AMWEL,"2,656"
16184,2023,NJ,East Orange Solar,PV1,"5,756"
16185,2023,NJ,Edison 0308 Solar,CJ308,464
16186,2023,NJ,Edison 7205 Solar,NJ205,"1,281"
16187,2023,NJ,Elizabeth Seaport Bldg A Solar,NJ701,"1,989"
16188,2023,NJ,"Emerald Kemble, LLC",EK350,"1,818"
16189,2023,NJ,"Emerald Kemble, LLC",EK360,"1,818"
16190,2023,NJ,Engelhard Solar LLC,PV1,706
16191,2023,NJ,Essex County Correctional Facility Cogen,EG1,"11,262"
16192,2023,NJ,Essex County Correctional Facility Cogen,EG2,"11,262"
16193,2023,NJ,FedEx Woodbridge,1,"2,365"
16194,2023,NJ,Flemington Solar,FSNJ,"11,490"
16195,2023,NJ,"Florence Solar W3-080, LLC",PV1,"9,375"
16196,2023,NJ,Forked River Power,1,988
16197,2023,NJ,Forked River Power,2,988
16198,2023,NJ,Frankford Solar,PV1,"10,016"
16199,2023,NJ,Franklin Solar,FRANK,"13,299"
