Generator file sequence number,Data Year,Plant state abbreviation,Plant name,Generator ID,Generator annual net generation (MWh)
SEQGEN23,YEAR,PSTATEABB,PNAME,GENID,GENNTAN
5176,2023,CT,Town of Rocky Hill PV CSG,PV2,"1,547"
5177,2023,CT,Town of Rocky Hill PV CSG,PV3,"1,547"
5178,2023,CT,Trinity College Fuel Cell,MB-22,"8,914"
5179,2023,CT,Tunnel,10,219
5180,2023,CT,Tunnel,1,"5,840"
5181,2023,CT,Tunnel,2,"5,840"
5182,2023,CT,UB Fuel Cell,UBFC1,"10,467"
5183,2023,CT,UCONN Cogen Facility,CGT1,"26,722"
5184,2023,CT,UCONN Cogen Facility,CGT2,"42,876"
5185,2023,CT,UCONN Cogen Facility,CGT3,"44,348"
5186,2023,CT,UCONN Cogen Facility,STG1,"8,183"
5187,2023,CT,UDR Glastonbury Fuel Cell,UDRFC,"21,143"
5188,2023,CT,UI RCP Bridgeport Seaside,BPFC,"19,932"
5189,2023,CT,UI RCP Bridgeport Seaside,BPPV,99
5190,2023,CT,UI RCP New Haven Fuel Cell,NHFC,"20,581"
5191,2023,CT,UI RCP Woodbridge FC,WBFC,"16,468"
5192,2023,CT,"Wallingford Energy, LLC",CTG1,"23,043"
5193,2023,CT,"Wallingford Energy, LLC",CTG2,"23,043"
5194,2023,CT,"Wallingford Energy, LLC",CTG3,"23,043"
5195,2023,CT,"Wallingford Energy, LLC",CTG4,"23,043"
5196,2023,CT,"Wallingford Energy, LLC",CTG5,"23,043"
5197,2023,CT,"Wallingford Energy, LLC",CTG6,"23,043"
5198,2023,CT,"Wallingford Energy, LLC",CTG7,"23,043"
5199,2023,CT,Wallingford Solar,WS,"21,746"
5200,2023,CT,Water Treatment 1 & 2,WT1,241
5201,2023,CT,Water Treatment 1 & 2,WT2,241
5202,2023,CT,Waterbury Generation,10,"40,136"
5203,2023,CT,"Waterside Power, LLC",4,609
5204,2023,CT,"Waterside Power, LLC",5,609
5205,2023,CT,"Waterside Power, LLC",7,609
5206,2023,CT,"Watertown Solar One, LLC",WTRS1,"2,961"
5207,2023,CT,Wesleyan University Cogen 1,1,"10,462"
5208,2023,CT,Wheelabrator Bridgeport,GEN1,"462,836"
5209,2023,CT,Wheelabrator Lisbon,GEN1,"101,884"
5210,2023,CT,Wilson Solar,WILSN,"1,541"
5211,2023,CT,Wind Colebrook South,WCS,"8,890"
5212,2023,CT,Woods Hill Solar,PV1,"27,521"
5213,2023,CT,Yale New Haven - New London,YNH01,"14,560"
5214,2023,DC,7185 13th Pl. NW,10020,
5215,2023,DC,"AOC, Capitol Power Plant",CTG1,"49,412"
5216,2023,DC,Benning Road,BENRD,
5217,2023,DC,DC Water Solar,8030A,"5,482"
5218,2023,DC,GSA Central Heating,TG1,"15,320"
5219,2023,DC,GSA Central Heating,TG2,"15,320"
5220,2023,DC,"IGS CC, LLC",254,"2,107"
5221,2023,DC,JBAB - Washington DC,PV1,"8,472"
5222,2023,DC,Nationals,SO435,"1,679"
5223,2023,DC,Oxon Run CREF,OCREF,"3,226"
5224,2023,DC,Ridgecrest,467,"2,245"
5225,2023,DC,Ross Hall Central Utility Plant,CT-1,"8,957"
5226,2023,DC,WMATA - Anacostia CSG,GEN1,242
5227,2023,DC,"WW-DC Solar 1, LLC",654,"1,141"
5228,2023,DC,Walt Bailey Bioenergy Facility,TURB1,"19,422"
5229,2023,DC,Walt Bailey Bioenergy Facility,TURB2,"19,422"
5230,2023,DC,Walt Bailey Bioenergy Facility,TURB3,"19,422"
5231,2023,DE,AGT001 Centerville Fuel Cell,AGT01,"9,317"
5232,2023,DE,Ameresco Delaware Central,1C,"4,691"
5233,2023,DE,Ameresco Delaware Central,2C,"4,691"
5234,2023,DE,Ameresco Delaware Central,3C,"4,691"
5235,2023,DE,Ameresco Delaware Central,4C,"4,691"
5236,2023,DE,Ameresco Delaware Central,5C,"4,691"
5237,2023,DE,Ameresco Delaware South,1,"5,925"
5238,2023,DE,Ameresco Delaware South,2,"5,925"
5239,2023,DE,Ameresco Delaware South,3,"5,925"
5240,2023,DE,Ameresco Delaware South,4,"5,925"
5241,2023,DE,Ameresco Delaware South,5,"5,925"
5242,2023,DE,Blue Hen Solar,BHEN1,"2,746"
5243,2023,DE,Brookside Newark,BRK,"18,487"
5244,2023,DE,Bruce A Henry Solar Farm,BHSF,"7,018"
5245,2023,DE,Christiana Substation,CH11,110
5246,2023,DE,Christiana Substation,CH14,110
5247,2023,DE,Croda Atlas Point CHP,91197,"3,462"
5248,2023,DE,Croda Atlas Point CHP,91198,"3,462"
5249,2023,DE,Croda Atlas Point CHP,91199,"6,294"
5250,2023,DE,DD Hay Road Solar 23 LLC,PV1,633
5251,2023,DE,DEC Phase II at Georgetown,DECII,"5,772"
5252,2023,DE,DG AMP Solar Smyrna,AMPSM,"1,898"
5253,2023,DE,Delaware City,DC10, (577)
5254,2023,DE,Delaware City Refinery,CT1,"488,497"
5255,2023,DE,Delaware City Refinery,CT2,"488,497"
5256,2023,DE,Delaware City Refinery,G1,0
5257,2023,DE,Delaware City Refinery,G2,"186,472"
5258,2023,DE,Delaware City Refinery,G3,"18,318"
5259,2023,DE,Delaware City Refinery,G4,"67,160"
5260,2023,DE,Dover Sun Park,1,"16,370"
5261,2023,DE,ENGIE Solidago Solar Project - Hybrid,SOLAR,"92,989"
5262,2023,DE,Edge Moor,10," (4,799)"
5263,2023,DE,Edge Moor,3,"29,513"
5264,2023,DE,Edge Moor,4,"75,724"
5265,2023,DE,Edge Moor,5,"121,856"
5266,2023,DE,Energy Center Dover LLC,KD-2,"25,112"
5267,2023,DE,Energy Center Dover LLC,COG1,"9,358"
5268,2023,DE,Energy Center Dover LLC,KD-1,"55,347"
5269,2023,DE,Garrison Energy Center,CTG1,"520,138"
5270,2023,DE,Garrison Energy Center,STG2,"296,417"
5271,2023,DE,Hay Road,HR1,"208,101"
5272,2023,DE,Hay Road,HR2,"194,521"
5273,2023,DE,Hay Road,HR3,"183,272"
5274,2023,DE,Hay Road,HR4,"296,739"
5275,2023,DE,Hay Road,HR5,"253,393"
5276,2023,DE,Hay Road,HR6,"226,292"
5277,2023,DE,Hay Road,HR7,"225,394"
5278,2023,DE,Hay Road,HR8,"369,372"
5279,2023,DE,Indian River,4," (9,888)"
5280,2023,DE,Indian River,10,605
5281,2023,DE,Kent County Wastewater Treatment Solar,1,"1,219"
5282,2023,DE,Milford Solar Farm,GEN1,"18,252"
5283,2023,DE,Onyx - Allen Harim,10021,"1,796"
5284,2023,DE,Perdue Bridgeville Photovoltaic,BRID,"1,795"
5285,2023,DE,Red Lion Energy Center,RED1,"42,720"
5286,2023,DE,Red Lion Energy Center,RED2,"38,376"
5287,2023,DE,Red Lion Energy Center,RED3,"25,342"
5288,2023,DE,Red Lion Energy Center,RED4,"26,066"
5289,2023,DE,Red Lion Energy Center,RED5,"24,618"
5290,2023,DE,Red Lion Energy Center,RED6,"23,170"
5291,2023,DE,South Campus Solar,G1789,"1,910"
5292,2023,DE,South Campus Solar,GA500,734
5293,2023,DE,University of Delaware Wind Turbine,FSMW,"4,165"
5294,2023,DE,Van Sant,1,630
5295,2023,DE,WHA Southbridge Solar Park CSG,2,"2,117"
5296,2023,DE,Warren F. Sam Beasley Pwr Station,001,"8,223"
5297,2023,DE,Warren F. Sam Beasley Pwr Station,002,"9,319"
5298,2023,DE,West Substation,WEST," (4,977)"
5299,2023,FL,ACE-Stanton A PV,ASA1,"7,444"
5300,2023,FL,ACE-Stanton PV,ASLF1,"8,815"
5301,2023,FL,AEP Jacksonville Solar Project,PV1,"13,944"
5302,2023,FL,Alafia Solar,PV1,"5,421"
5303,2023,FL,Altamonte Mall,ALT,961
5304,2023,FL,Anclote,1,"809,818"
5305,2023,FL,Anclote,2,"927,466"
5306,2023,FL,Anheuser-Busch Jacksonville,GEN1,"69,506"
5307,2023,FL,Anhinga Solar Energy Center,1,"130,306"
5308,2023,FL,Apalachee,1,"148,418"
5309,2023,FL,Arvah B Hopkins,GT3,"14,591"
5310,2023,FL,Arvah B Hopkins,GT4,"14,591"
5311,2023,FL,Arvah B Hopkins,IC1,"37,745"
5312,2023,FL,Arvah B Hopkins,IC2,"37,745"
5313,2023,FL,Arvah B Hopkins,IC3,"37,745"
5314,2023,FL,Arvah B Hopkins,IC4,"37,745"
5315,2023,FL,Arvah B Hopkins,IC5,"37,745"
5316,2023,FL,Arvah B Hopkins,2,"476,252"
5317,2023,FL,Arvah B Hopkins,CT 2A,"952,044"
5318,2023,FL,Babcock Preserve,1,"158,415"
5319,2023,FL,Babcock Solar Energy Center Hybrid,BA," (2,608)"
5320,2023,FL,Babcock Solar Energy Center Hybrid,1,"148,636"
5321,2023,FL,Balm Solar,PV1,"100,178"
5322,2023,FL,Baptist Medical Center,TG-2,"5,672"
5323,2023,FL,Baptist Medical Center,TG-3,"6,806"
5324,2023,FL,Baptist Medical Center,TG-4,"7,940"
5325,2023,FL,Barefoot Bay Solar Energy Center,1,"156,124"
5326,2023,FL,Bartow Solar Energy LLC,PV,"12,725"
5327,2023,FL,Bay Ranch Solar Power Plant,PV1,"130,873"
5328,2023,FL,Bay Trail Solar Power Plant,PV1,"135,779"
5329,2023,FL,Bayboro,P1,"1,121"
5330,2023,FL,Bayboro,P2,"1,121"
5331,2023,FL,Bayboro,P3,"1,121"
5332,2023,FL,Bayboro,P4,"1,121"
5333,2023,FL,Bayside Power Station,3,"4,351"
5334,2023,FL,Bayside Power Station,4,"4,351"
5335,2023,FL,Bayside Power Station,5,"4,351"
5336,2023,FL,Bayside Power Station,6,"4,351"
5337,2023,FL,Bayside Power Station,1A,"632,247"
5338,2023,FL,Bayside Power Station,1B,"740,725"
5339,2023,FL,Bayside Power Station,1C,"644,948"
5340,2023,FL,Bayside Power Station,1ST,"1,140,559"
5341,2023,FL,Bayside Power Station,2A,"525,655"
5342,2023,FL,Bayside Power Station,2B,"446,922"
5343,2023,FL,Bayside Power Station,2C,"475,601"
5344,2023,FL,Bayside Power Station,2D,"444,676"
5345,2023,FL,Bayside Power Station,2ST,"1,039,865"
5346,2023,FL,Bell Ridge Solar,BRS,"60,435"
5347,2023,FL,Big Bend,ST4,"849,768"
5348,2023,FL,Big Bend,BESS1, (64)
5349,2023,FL,Big Bend,GT4,868
5350,2023,FL,Big Bend,GT5,"1,265,178"
5351,2023,FL,Big Bend,GT6,"1,421,851"
5352,2023,FL,Big Bend,ST1,"1,157,564"
5353,2023,FL,Big Bend,ST3,"110,900"
5354,2023,FL,Big Bend,1,"15,262"
5355,2023,FL,Big Bend Agrivoltaics,1,"1,521"
5356,2023,FL,Big Bend Floating Solar I,1,"1,695"
5357,2023,FL,Big Bend II Solar,2,"76,087"
5358,2023,FL,Blackwater River Solar Energy Center,1,"113,775"
5359,2023,FL,Blue Cypress Solar Energy Center,1,"149,237"
5360,2023,FL,Blue Heron Solar,1,"155,587"
5361,2023,FL,Blue Springs,1,"141,080"
5362,2023,FL,Bluefield Preserve Solar,1,"148,082"
5363,2023,FL,Bonnie Mine Solar,PV1,"53,586"
5364,2023,FL,Brandy Branch,001,"485,881"
5365,2023,FL,Brandy Branch,002,"1,300,274"
5366,2023,FL,Brandy Branch,003,"1,457,410"
5367,2023,FL,Brandy Branch,004,"1,388,928"
5368,2023,FL,Brevard,ENG1,"7,598"
5369,2023,FL,Brevard,ENG2,"7,598"
5370,2023,FL,Brevard,ENG3,"7,598"
5371,2023,FL,Brevard,ENG6,"7,598"
5372,2023,FL,Buckeye Florida LP,GEN2,0
5373,2023,FL,Buckeye Florida LP,GEN3,0
5374,2023,FL,Buckeye Florida LP,GEN4,0
5375,2023,FL,Buckeye Florida LP,GEN5,0
5376,2023,FL,Buckeye Florida LP,GEN6,0
5377,2023,FL,Butler Plaza,1,"1,955"
5378,2023,FL,C D McIntosh Jr Power Plant,IC1,0
5379,2023,FL,C D McIntosh Jr Power Plant,IC2,0
5380,2023,FL,C D McIntosh Jr Power Plant,GT1,"4,019"
5381,2023,FL,C D McIntosh Jr Power Plant,GT2,"19,643"
5382,2023,FL,C D McIntosh Jr Power Plant,5CT,"1,130,427"
5383,2023,FL,C D McIntosh Jr Power Plant,5ST,"598,529"
5384,2023,FL,CSL Gas Recovery,GEN1,"12,729"
5385,2023,FL,CSL Gas Recovery,GEN2,"13,507"
5386,2023,FL,CSL Gas Recovery,GEN3,"13,758"
5387,2023,FL,CSL Gas Recovery,GEN4,0
5388,2023,FL,Cane Island,1,"15,139"
5389,2023,FL,Cane Island,2,"274,386"
5390,2023,FL,Cane Island,2A,"175,102"
5391,2023,FL,Cane Island,3,"998,702"
5392,2023,FL,Cane Island,3A,"590,761"
5393,2023,FL,Cane Island,4,"1,212,429"
5394,2023,FL,Cane Island,4A,"922,350"
5395,2023,FL,Cape Canaveral,3A,"1,657,902"
5396,2023,FL,Cape Canaveral,3B,"1,447,952"
5397,2023,FL,Cape Canaveral,3C,"1,511,884"
5398,2023,FL,Cape Canaveral,3ST,"2,501,406"
5399,2023,FL,Cape San Blas,ES1,
5400,2023,FL,Cattle Ranch,1,"148,014"
5401,2023,FL,Central District Wastewater Treat Plant,3A,0
5402,2023,FL,Central District Wastewater Treat Plant,4A,0
5403,2023,FL,Central District Wastewater Treat Plant,5,0
5404,2023,FL,Central District Wastewater Treat Plant,6,0
5405,2023,FL,Charles Larsen Memorial Power Plant,2,0
5406,2023,FL,Charles Larsen Memorial Power Plant,3,0
5407,2023,FL,Charles Larsen Memorial Power Plant,5,"57,848"
5408,2023,FL,Charles Larsen Memorial Power Plant,8,"179,743"
5409,2023,FL,Charlie Creek Solar Power Plant,PV1,"166,639"
5410,2023,FL,Chautauqua Solar Energy Center,1,"138,776"
5411,2023,FL,Citrus Ridge Solar,FL501,"69,325"
5412,2023,FL,Citrus Solar Energy Center Hybrid,BA, (397)
5413,2023,FL,Citrus Solar Energy Center Hybrid,1,"149,051"
5414,2023,FL,Clewiston Sugar House,TG6,"79,438"
5415,2023,FL,Clewiston Sugar House,TG7,"109,132"
5416,2023,FL,Clewiston Sugar House,TG8,"81,368"
5417,2023,FL,CoTAL Solar Farm,PV1,"36,312"
5418,2023,FL,Columbia Solar Power Plant,PV1,"143,145"
5419,2023,FL,Coral Farms Solar Energy Center,1,"134,640"
5420,2023,FL,Cotton Creek Solar Energy Center,1,"144,789"
5421,2023,FL,Covanta Lake County Energy,GEN1,"82,419"
5422,2023,FL,Crystal River,5,"1,911,731"
5423,2023,FL,Crystal River,ST4,"1,917,213"
5424,2023,FL,Crystal River,1GTA,"1,833,457"
5425,2023,FL,Crystal River,1GTB,"1,895,499"
5426,2023,FL,Crystal River,2GTA,"1,930,205"
5427,2023,FL,Crystal River,2GTB,"1,915,419"
5428,2023,FL,Crystal River,CC1ST,"2,302,960"
5429,2023,FL,Crystal River,CC2ST,"2,379,647"
5430,2023,FL,Curtis H. Stanton Energy Center,1,"1,463,377"
5431,2023,FL,Curtis H. Stanton Energy Center,2,"1,828,311"
5432,2023,FL,Curtis H. Stanton Energy Center,B,"783,341"
5433,2023,FL,Curtis H. Stanton Energy Center,B1,"1,200,424"
5434,2023,FL,Cutrale Citrus Juices USA I,GEN3,"24,466"
5435,2023,FL,Cutrale Citrus Juices USA II,GEN6,"16,691"
5436,2023,FL,Cutrale Citrus Juices USA II,GEN7,"16,691"
5437,2023,FL,Daytona International Speedway Solar,1,332
5438,2023,FL,DeSoto Next Generation Solar Energy,1,"33,459"
5439,2023,FL,Debary,10,"14,601"
5440,2023,FL,Debary,2,"9,423"
5441,2023,FL,Debary,3,"9,423"
5442,2023,FL,Debary,4,"9,423"
5443,2023,FL,Debary,5,"9,423"
5444,2023,FL,Debary,6,"9,423"
5445,2023,FL,Debary,7,"14,601"
5446,2023,FL,Debary,8,"14,601"
5447,2023,FL,Debary,9,"14,601"
5448,2023,FL,Debary Solar Power Plant,PV1,"121,117"
5449,2023,FL,Deerhaven,GT1,141
5450,2023,FL,Deerhaven,GT2,141
5451,2023,FL,Deerhaven,GT3,552
5452,2023,FL,Deerhaven,1,"150,593"
5453,2023,FL,Deerhaven,2,"661,040"
5454,2023,FL,Deerhaven Renewable Energy Center,1,"288,855"
5455,2023,FL,Discovery Solar Center,1,"148,512"
5456,2023,FL,Dover Solar,1,"1,958"
5457,2023,FL,Duette Solar Power Plant,PV1,"142,753"
5458,2023,FL,Durrance,1,"107,502"
5459,2023,FL,Echo River Solar,2," (2,148)"
5460,2023,FL,Echo River Solar,1,"164,680"
5461,2023,FL,Egret Solar Center,1,"140,363"
5462,2023,FL,Eight Flags Energy,01,"172,330"
5463,2023,FL,Elder Branch,1,"180,600"
5464,2023,FL,Everglades Solar Energy Center,1,"133,425"
5465,2023,FL,FIU Solar,1,642
5466,2023,FL,"FL Solar 4, LLC",FL4,"70,002"
5467,2023,FL,FPL Cavendish Solar Energy Center,1,"127,697"
5468,2023,FL,FPL Chipola River Solar Energy Center,1,"126,658"
5469,2023,FL,FPL Cypress Pond Solar,1,"102,560"
5470,2023,FL,FPL Etonia Creek,1,"82,033"
5471,2023,FL,FPL Flowers Creek Solar Energy Center,1,"121,632"
5472,2023,FL,FPL Saw Palmetto Solar Energy Center,1,"113,101"
5473,2023,FL,FPL Shirer Branch Solar Energy Center,1,"136,022"
5474,2023,FL,Fernandina Beach Mill,GEN5,"234,304"
5475,2023,FL,Fernandina Beach Mill,GEN6,"323,420"
5476,2023,FL,Fernandina Plant,GEN4,"119,400"
5477,2023,FL,Fernandina Plant,GEN5,"72,929"
5478,2023,FL,Field Street,1, (44)
5479,2023,FL,Field Street,2, (44)
5480,2023,FL,First City Solar Energy Center,1,"110,855"
5481,2023,FL,Florida's Natural Growers,CE50,"13,354"
5482,2023,FL,Florida's Natural Growers,TA70,"27,471"
5483,2023,FL,Fort Drum Energy Center,FORTD,"139,426"
5484,2023,FL,Fort Green Solar Power Plant,PV1,"121,211"
5485,2023,FL,Fort Myers,9,"24,134"
5486,2023,FL,Fort Myers,GT1,"24,134"
5487,2023,FL,Fort Myers,CT1,"73,259"
5488,2023,FL,Fort Myers,CT2,"73,259"
5489,2023,FL,Fort Myers,PFM3C,"89,335"
5490,2023,FL,Fort Myers,PFM3D,"89,335"
5491,2023,FL,Fort Myers,2A,"1,053,973"
5492,2023,FL,Fort Myers,2B,"967,109"
5493,2023,FL,Fort Myers,2C,"1,060,822"
5494,2023,FL,Fort Myers,2D,"1,044,035"
5495,2023,FL,Fort Myers,2E,"1,087,687"
5496,2023,FL,Fort Myers,2F,"1,070,666"
5497,2023,FL,Fort Myers,ST1,"693,818"
5498,2023,FL,Fort Myers,ST2,"2,458,456"
5499,2023,FL,G W Ivey,22, (11)
5500,2023,FL,G W Ivey,3, (222)
5501,2023,FL,G W Ivey,13, (222)
5502,2023,FL,G W Ivey,14, (222)
5503,2023,FL,G W Ivey,15, (222)
5504,2023,FL,G W Ivey,16, (222)
5505,2023,FL,G W Ivey,17, (222)
5506,2023,FL,G W Ivey,19, (977)
5507,2023,FL,G W Ivey,2, (222)
5508,2023,FL,G W Ivey,20, (711)
5509,2023,FL,G W Ivey,21, (711)
5510,2023,FL,G2 Energy Marion LLC,357,"5,827"
5511,2023,FL,G2 Energy Marion LLC,360,"2,913"
5512,2023,FL,Georgia-Pacific Palatka Operations,GEN4,"161,951"
5513,2023,FL,Georgia-Pacific Palatka Operations,GEN8,"158,391"
5514,2023,FL,Ghost Orchid Solar Energy Center,1,"145,682"
5515,2023,FL,Goldfinch,GFNCH,"2,223"
5516,2023,FL,Grange Hall Solar,PV1,"95,572"
5517,2023,FL,Greenland Energy Center,1,"275,276"
5518,2023,FL,Greenland Energy Center,2,"275,276"
5519,2023,FL,Grove,1,"156,459"
5520,2023,FL,Gulf Clean Energy Center,8A,"98,511"
5521,2023,FL,Gulf Clean Energy Center,8B,"98,511"
5522,2023,FL,Gulf Clean Energy Center,8C,"98,511"
5523,2023,FL,Gulf Clean Energy Center,8D,"98,511"
5524,2023,FL,Gulf Clean Energy Center,4,"79,038"
5525,2023,FL,Gulf Clean Energy Center,5,"77,975"
5526,2023,FL,Gulf Clean Energy Center,6,"489,102"
5527,2023,FL,Gulf Clean Energy Center,7,"1,215,363"
5528,2023,FL,Gulf Coast Solar Center I,GCSC1,"54,069"
5529,2023,FL,Gulf Coast Solar Center II,GCSC2,"77,604"
5530,2023,FL,Gulf Coast Solar Center III,GCSC3,"83,702"
5531,2023,FL,Gulf Power Blue Indigo Energy,SBI01,"140,206"
5532,2023,FL,Hamilton Solar Power Plant,PV1,"161,570"
5533,2023,FL,Hammock Solar,1,"151,276"
5534,2023,FL,Hardee Power Station,GEN4,"10,939"
5535,2023,FL,Hardee Power Station,GEN5,"12,127"
5536,2023,FL,Hardee Power Station,GEN1,"257,962"
5537,2023,FL,Hardee Power Station,GEN2,"257,394"
5538,2023,FL,Hardee Power Station,GEN3,"266,120"
5539,2023,FL,Hardeetown Solar Power Plant,PV1,"123,477"
5540,2023,FL,Harmony Solar,HFS,"176,851"
5541,2023,FL,Hecate Energy Blair Road LLC,HEJEA,"6,350"
5542,2023,FL,Hernando,ENG1,"9,659"
5543,2023,FL,Hibiscus Solar Energy Center,1,"156,009"
5544,2023,FL,High Springs Solar Power Plant,PV1,"102,174"
5545,2023,FL,Hildreth Solar Power Plant,PV1,"138,677"
5546,2023,FL,Hillsborough County Resource Recovery,GEN1,"126,630"
5547,2023,FL,Hillsborough County Resource Recovery,GEN2,"88,040"
5548,2023,FL,Hines Energy Complex,1GT,"719,123"
5549,2023,FL,Hines Energy Complex,1GT2,"749,188"
5550,2023,FL,Hines Energy Complex,1ST,"835,012"
5551,2023,FL,Hines Energy Complex,2GT,"859,431"
5552,2023,FL,Hines Energy Complex,2GT2,"782,450"
5553,2023,FL,Hines Energy Complex,2ST,"867,353"
5554,2023,FL,Hines Energy Complex,3GT,"800,305"
5555,2023,FL,Hines Energy Complex,3GT2,"864,099"
5556,2023,FL,Hines Energy Complex,3ST,"1,012,608"
5557,2023,FL,Hines Energy Complex,4GT,"1,170,542"
5558,2023,FL,Hines Energy Complex,4GT2,"1,014,483"
5559,2023,FL,Hines Energy Complex,4ST,"1,277,039"
5560,2023,FL,Horizon Solar Energy Center,1,"141,130"
5561,2023,FL,Howard F Curren Advncd Wastewater Plant,1,
5562,2023,FL,Howard F Curren Advncd Wastewater Plant,2,
5563,2023,FL,Howard F Curren Advncd Wastewater Plant,3,
5564,2023,FL,Howard F Curren Advncd Wastewater Plant,4,
5565,2023,FL,Howard F Curren Advncd Wastewater Plant,5,
5566,2023,FL,IKEA Jacksonville Rooftop PV System,PV1,"2,180"
5567,2023,FL,IKEA Miami 327,PV,"1,393"
5568,2023,FL,IKEA Tampa 042,PV,"1,612"
5569,2023,FL,Imeson Solar,IMESS,0
5570,2023,FL,Imeson Solar,IMESO,"10,801"
5571,2023,FL,Immokalee,1,"160,042"
5572,2023,FL,Indian River,1,
5573,2023,FL,Indian River,2,
5574,2023,FL,Indian River,3,
5575,2023,FL,Indian River (683),A,783
5576,2023,FL,Indian River (683),B,783
5577,2023,FL,Indian River (683),C,"2,458"
5578,2023,FL,Indian River (683),D,"2,458"
5579,2023,FL,Indian River Solar Center,1,"152,718"
5580,2023,FL,Intercession City,P1,"12,859"
5581,2023,FL,Intercession City,P11,"33,678"
5582,2023,FL,Intercession City,P2,"12,859"
5583,2023,FL,Intercession City,P3,"12,859"
5584,2023,FL,Intercession City,P4,"12,859"
5585,2023,FL,Intercession City,P5,"12,859"
5586,2023,FL,Intercession City,P6,"12,859"
5587,2023,FL,Intercession City,P10,"23,472"
5588,2023,FL,Intercession City,P12,"22,270"
5589,2023,FL,Intercession City,P13,"22,270"
5590,2023,FL,Intercession City,P14,"22,270"
5591,2023,FL,Intercession City,P7,"23,472"
5592,2023,FL,Intercession City,P8,"23,472"
5593,2023,FL,Intercession City,P9,"23,472"
5594,2023,FL,International Paper Pensacola,GEN1,"128,481"
5595,2023,FL,International Paper Pensacola,GEN2,"207,729"
5596,2023,FL,Interstate Solar Energy Center,1,"146,902"
5597,2023,FL,J D Kennedy,GT37,"91,670"
5598,2023,FL,J D Kennedy,GT38,"91,670"
5599,2023,FL,J R Kelly,8.2,"71,507"
5600,2023,FL,J R Kelly,CT04,"137,961"
5601,2023,FL,J Woodruff,1A,"74,731"
5602,2023,FL,J Woodruff,2A,"74,731"
5603,2023,FL,J Woodruff,3A,"74,731"
5604,2023,FL,JED Solid Waste Mgmt Renewable Energy,00603,"6,769"
5605,2023,FL,JED Solid Waste Mgmt Renewable Energy,00696,"6,769"
5606,2023,FL,JED Solid Waste Mgmt Renewable Energy,00697,"6,769"
5607,2023,FL,JED Solid Waste Mgmt Renewable Energy,00698,"6,769"
5608,2023,FL,JED Solid Waste Mgmt Renewable Energy,00699,"6,769"
5609,2023,FL,JED Solid Waste Mgmt Renewable Energy,00700,"6,769"
5610,2023,FL,"Jackson Solar WI, LLC",20234,0
5611,2023,FL,Jacksonville Solar,1,"15,124"
5612,2023,FL,Jamison Solar (FL),1,"122,660"
5613,2023,FL,Jax LNG,1110,"6,060"
5614,2023,FL,Jax LNG,1120,"6,060"
5615,2023,FL,Jax LNG,1130,"6,060"
5616,2023,FL,Jax LNG,1140,"6,060"
5617,2023,FL,Jax LNG,1150,"6,302"
5618,2023,FL,Jennings Energy Storage Facility,ES1,
5619,2023,FL,John Hopkins Middle School Microgrid,ES1,0
5620,2023,FL,John Hopkins Middle School Microgrid,PV1,39
5621,2023,FL,Juniper Solar (FL),1,"5,810"
5622,2023,FL,"LKL BLBD, LLC",LKLBB,"8,077"
5623,2023,FL,Lake Hancock Solar,PV1,"89,771"
5624,2023,FL,Lake Mabel Solar,1,"5,040"
5625,2023,FL,Lake Placid Solar Power Plant,ES1, (236)
5626,2023,FL,Lake Placid Solar Power Plant,PV1,"63,253"
5627,2023,FL,Lakeland Electric Co. (FL) - Airport II,1,
5628,2023,FL,Lakeland Electric Co. (FL)-Airport 1,1,"1,973"
5629,2023,FL,Lakeside Solar Center,1,"149,206"
5630,2023,FL,Lansing Smith Generating Plant,CT1,0
5631,2023,FL,Lansing Smith Generating Plant,3A,"1,342,425"
5632,2023,FL,Lansing Smith Generating Plant,3B,"1,401,934"
5633,2023,FL,Lansing Smith Generating Plant,3S,"1,440,139"
5634,2023,FL,Lauderdale,3,"8,031"
5635,2023,FL,Lauderdale,5,"8,031"
5636,2023,FL,Lauderdale,6A,"53,894"
5637,2023,FL,Lauderdale,6B,"53,894"
5638,2023,FL,Lauderdale,6C,"53,894"
5639,2023,FL,Lauderdale,6D,"53,894"
5640,2023,FL,Lauderdale,6E,"53,894"
5641,2023,FL,Lauderdale,7GT1,"1,822,286"
5642,2023,FL,Lauderdale,7GT2,"2,165,531"
5643,2023,FL,Lauderdale,ST7,"2,085,042"
5644,2023,FL,Laurel Oaks Solar,1,"122,066"
5645,2023,FL,Lee County Solid Waste Energy,GEN1,"173,116"
5646,2023,FL,Lee County Solid Waste Energy,GEN2,"100,951"
5647,2023,FL,Legoland Solar,1,"2,500"
5648,2023,FL,Lithia Solar,GEN1,"125,993"
5649,2023,FL,Little Manatee River Solar,GEN1,"120,839"
5650,2023,FL,Lockheed Martin Solar,35540,1
5651,2023,FL,Lockheed Martin Solar,35541,4
5652,2023,FL,Lockheed Martin Solar,35543,1
5653,2023,FL,Lockheed Martin Solar,38471,7
5654,2023,FL,Lockheed Martin Solar,38742,2
5655,2023,FL,Lockheed Martin Solar,38743,2
5656,2023,FL,Lockheed Martin Solar,38746,2
5657,2023,FL,Lockheed Martin Solar,SOLAR,"2,951"
5658,2023,FL,Lockheed Martin Solar System,LMSOL,"2,902"
5659,2023,FL,Loggerhead Solar Energy Center,1,"145,146"
5660,2023,FL,Magnolia Solar,1,"135,639"
